applicant_id,annual_income,self_reported_debt,self_reported_expenses,requested_amount,age,province,employment_status,months_employed,credit_score,credit_utilization,num_open_accounts,num_credit_inquiries,payment_history,total_credit_limit,monthly_expenses,estimated_debt,DTI,approved,approved_amount,interest_rate,monthly_income
A00739,137686.85544316834,2303.252707316652,4043.124312197588,28942.158122422577,35.0,ON,Full-time,230.0,755.4,46.34856065402813,20.0,5.0,On Time,71047.14699610497,9642.2771424308,823.2332504611559,31.03231591559293,1,15000.0,9.599913740369018,11473.90462026403
A00740,60278.62382840229,1131.196320717924,8753.29082637908,12596.113594505978,29.0,BC,Unemployed,209.0,684.0,15.257277759988016,13.0,1.0,Late<30,91571.98260861702,5430.030752257781,349.2847934231155,33.234126037337134,0,0.0,0.0,5023.218652366858
A00741,23850.55781074491,426.9151166566575,1893.5622768066507,8025.407882343738,19.0,ON,Full-time,161.0,807.0,16.459140070705992,8.0,9.0,Late 30-60,27515.044849722188,690.4229611042645,113.21849430833375,33.232668239025195,1,6558.903397954851,4.633531318069875,1987.5464842287427
A00742,31577.85985873585,598.6133908110573,5478.708106372198,19324.542704589298,100.0,ON,Unemployed,376.0,676.0,18.93821021608499,3.0,2.0,On Time,58082.70302628024,7900.764584356943,274.99560995753274,44.21365399209191,0,0.0,0.0,2631.488321561321
A00743,43808.83161796039,771.5532981577347,239.6138512426982,30000.0,67.0,ON,Unemployed,169.0,592.0,31.33225022169543,18.0,8.0,On Time,64906.13218545487,8627.329629345704,508.41379363927786,47.38680383581217,1,0.0,0.0,3650.735968163366
A00744,60660.34842372081,1251.9239519523894,7642.204838423086,30000.0,59.0,ON,Full-time,338.0,800.0,39.61466884236016,2.0,9.0,On Time,63312.83427311866,6020.6047388075,627.0292408002066,46.072004265149424,1,0.0,0.0,5055.029035310067
A00745,77561.73743155549,1080.1884132865553,5809.138982462784,23427.988523413394,38.0,BC,Full-time,473.0,855.0,19.32054356369074,0.0,10.0,On Time,95864.93878611614,1708.5413045491505,463.0406815119257,29.31314824124385,1,23427.988523413394,3.740281958436912,6463.478119296291
A00746,41652.9758250517,564.050714297575,6255.895834697527,30000.0,89.0,ON,Part-time,226.0,771.0,56.663746914547886,3.0,1.0,On Time,71896.54482479756,1571.773472574849,1018.4819049956941,58.55617983685553,0,0.0,0.0,3471.081318754308
A00747,65734.77617979453,1021.9205890661372,517.2088255465346,6048.819417779923,55.0,BC,Full-time,362.0,673.0,52.04912602158681,13.0,4.0,On Time,62414.07869804052,4605.95538689784,812.149561918887,35.13761002828271,1,6048.819417779923,7.7786839062982205,5477.898014982878
A00748,41040.24845603745,673.1862722956656,2110.383302086154,30000.0,34.0,ON,Full-time,478.0,649.0,58.73398397386638,20.0,7.0,On Time,58381.89421952464,1939.0077648291824,857.2503098633806,57.907151832587026,0,0.0,0.0,3420.0207046697874
A00749,44101.14824969528,843.8770353355171,5644.510562193444,28861.606464926783,57.0,BC,Full-time,554.0,560.0,76.4220942078201,13.0,9.0,Late>60,39398.65718138572,3468.0644390334323,752.7319726943668,55.22395272375636,0,0.0,0.0,3675.0956874746066
A00750,29633.75764842584,256.01511210771105,2889.1431580381177,30000.0,63.0,ON,Full-time,474.0,600.0,20.526271008942967,7.0,5.0,On Time,36151.55909240012,7943.150696607646,185.5141748316053,36.10190638054333,1,0.0,0.0,2469.4798040354867
A00751,37736.51140099952,725.7952682218794,6274.39007682151,30000.0,82.0,ON,Full-time,194.0,635.0,40.75970371373334,15.0,7.0,Late>60,20264.044551701845,1057.5911082844802,206.48911299231486,43.955871803589616,0,0.0,0.0,3144.709283416627
A00752,30459.63663698936,567.8616198044868,5661.859843173752,13567.54579203719,65.0,BC,Full-time,11.0,547.0,23.524661161116697,2.0,5.0,Late<30,54169.81313808111,3036.8509704101034,318.5816248085914,42.94035852693091,0,1535.475750362564,0.0,2538.3030530824467
A00753,36756.243211234,496.1156264550028,6121.498216133903,26929.548205910625,41.0,BC,Part-time,494.0,646.0,4.957729700949503,6.0,3.0,On Time,21043.80372067799,3966.123564991747,26.082372681739237,30.23620940485039,0,0.0,0.0,3063.0202676028334
A00754,101399.242358731,989.9849444480474,5492.512713778943,30000.0,50.0,BC,Unemployed,61.0,651.0,25.614822060626384,5.0,7.0,Late<30,106532.57557064519,2274.637999329722,682.2032417255775,25.114840744064708,0,10000.0,10.385788232000415,8449.936863227584
A00755,37246.02682057778,366.8332936115222,2730.2879567585937,5392.092696220561,67.0,ON,Full-time,528.0,807.0,78.03246060122125,12.0,8.0,On Time,37256.001993310616,7084.070675400751,726.7943769255077,37.84056967917262,0,0.0,0.0,3103.835568381482
A00756,200000.0,2708.3333333333335,2445.0749734442525,30000.0,99.0,ON,Full-time,270.0,518.0,70.14147023298052,1.0,4.0,On Time,287548.33503015444,4688.006913171673,5042.265745515172,49.20359447309103,1,0.0,0.0,16666.666666666668
A00757,76623.48875550108,1518.7788449516313,1370.5968353658127,30000.0,37.0,BC,Full-time,537.0,697.0,22.998820077120225,10.0,2.0,On Time,121068.95860736266,9466.223364368729,696.1107989837624,41.73482080575307,0,0.0,0.0,6385.29072962509
A00758,61087.48079143787,686.3779381120779,8490.70874903492,15728.278294647083,96.0,ON,Full-time,600.0,543.0,26.453910447365708,20.0,0.0,Late 30-60,40760.66887478104,3398.557162274517,269.5697710470461,23.413083037057607,1,10000.0,11.733114876608628,5090.623399286489
A00759,38980.66800005258,556.5940238463886,6164.793585412444,30000.0,85.0,ON,Part-time,64.0,484.0,23.55567492302923,8.0,1.0,On Time,22031.804512130268,9255.23840622834,129.7435062638673,34.98157179170116,0,0.0,0.0,3248.3890000043816
A00760,84978.61704976625,1547.294899535765,1865.1101250405975,30000.0,57.0,ON,Part-time,479.0,630.0,20.79963819770349,6.0,0.0,On Time,144334.8919286505,5682.690122900675,750.528382855141,38.802560612842505,0,0.0,0.0,7081.551420813855
A00761,44899.46179369517,608.0135451229554,1772.0937982123953,30000.0,78.0,BC,Full-time,489.0,681.0,36.10981876139711,11.0,9.0,On Time,70413.57201651254,5387.398841152129,635.6553309647127,45.26563504577674,0,0.0,0.0,3741.621816141264
A00762,63640.47252054199,843.9709192141542,8730.356015261366,12335.087303040957,29.0,ON,Part-time,67.0,807.0,45.759610635263165,10.0,8.0,On Time,111200.62246435662,2348.5293067980774,1272.1242965919646,43.38977573635656,1,12335.087303040957,10.068678774967568,5303.372710045166
A00763,200000.0,2455.443771566697,7427.308637633193,17366.035222503102,58.4,ON,Part-time,361.0,653.0,36.1123980683118,14.0,10.0,On Time,302961.4795550549,9477.71436765194,2735.1663872642125,32.706604123010734,1,0.0,0.0,16666.666666666668
A00764,57066.35828585328,749.3259443388786,6593.990799053714,2754.6554264688057,33.0,ON,Full-time,571.0,626.0,2.6926259571321176,11.0,6.0,Late 30-60,92819.48208879391,3183.323542836962,62.48203669996155,17.939700476328355,1,2754.6554264688057,11.32443013618573,4755.52985715444
A00765,106365.5114825016,902.627569576183,4068.641075392998,30000.0,79.0,ON,Part-time,18.0,609.0,11.339987113281223,2.0,9.0,On Time,113657.67296771568,5466.220736047332,322.2191366948569,18.895373317091476,0,10000.0,9.895004172138556,8863.7926235418
A00766,42125.63692564836,492.4480657378468,2619.7556427851755,30000.0,61.0,BC,Full-time,544.0,628.0,28.07758158223589,17.0,1.0,Late<30,58355.65406307771,9394.304411765135,409.6214094351999,38.515343354246134,1,0.0,0.0,3510.46974380403
A00767,58835.79779938912,796.7347618667276,9794.507631128236,30000.0,73.8,ON,Part-time,90.0,327.0,10.249571241868823,7.0,2.0,Late<30,100496.75045112052,8506.436554507665,257.5121508312681,30.680238269095707,0,0.0,0.0,4902.983149949093
,145132.19820690854,2693.174291223228,7972.395750228002,18273.86471192872,97.0,ON,Full-time,237.0,598.0,15.645466502369567,14.0,10.0,On Time,110035.79328101085,3087.850012386073,430.39032945992943,28.09305695088979,1,0.0,0.0,12094.34985057571
A00769,43761.79568513055,555.5351121000787,3017.7922313627646,4763.740354356107,97.0,ON,Full-time,461.0,760.0,29.0416239134868,15.0,2.0,On Time,49636.13587655191,8051.41612376921,360.3784976613875,27.07484095527546,1,4763.740354356107,7.190279298369813,3646.8163070942123
A00770,148186.11240700653,1400.3367674652454,8475.647962784948,30000.0,91.0,ON,Part-time,0.0,434.0,17.81549904158374,16.0,0.0,On Time,238688.5063057957,6807.886361122622,1063.0887138319895,23.592700562616145,0,0.0,0.0,12348.842700583877
A00771,85295.4139046402,750.8716500715424,7589.319486146815,30000.0,23.0,ON,Full-time,226.0,638.0,3.2790274154590784,17.0,2.0,On Time,110794.89222651022,333.7420810873004,90.82487227589024,18.172557654153017,1,10000.0,6.349471123579288,7107.951158720017
A00772,45196.12409590001,560.9931839846918,2970.805498779984,30000.0,47.0,BC,Part-time,380.0,651.0,34.45561815490387,20.0,0.0,On Time,68810.47429796956,4928.600951949298,592.7268568671665,42.5802895163926,1,0.0,0.0,3766.3436746583343
A00773,82141.92883554003,1112.338619647938,6211.841276107385,30000.0,80.0,BC,Full-time,5.0,751.0,9.680653276144165,12.0,2.0,Late<30,77156.22538639944,4224.304086367104,186.73066651544136,25.55190964164381,1,0.0,0.0,6845.160736295003
A00774,97370.3691148453,1486.3808432712551,1859.5344539102664,30000.0,78.0,ON,Part-time,0.0,691.0,7.90440807743043,20.0,2.0,On Time,53408.97919174546,6589.177890389731,105.54159163263665,25.164810857342136,0,15000.0,5.783089483321016,8114.197426237109
A00775,81707.81908542142,1661.8463025286292,1110.5244437810934,30000.0,87.0,ON,Full-time,356.0,722.0,25.23724370037896,15.0,4.0,Late 30-60,44426.06669162187,7028.275653084207,280.29786793643746,35.13217017280855,1,0.0,0.0,6808.984923785119
A00776,27306.70731129252,369.77832817375287,7227.620328396967,30000.0,40.0,ON,Part-time,156.0,605.0,27.25987915214333,6.0,2.0,On Time,52269.72812481157,7045.699269443317,356.2166179994377,51.67938848578196,0,0.0,0.0,2275.55894260771
A00777,41623.967080316776,629.9374380225214,2675.118573538666,21921.35331535945,31.0,BC,Full-time,200.0,504.0,42.19245236026769,4.0,9.0,On Time,79785.23908609424,4599.337491028356,841.5837247981495,51.90302382501388,0,0.0,0.0,3468.663923359731
A00778,52904.34138372268,609.5262338034131,8200.593657462536,20759.826378304802,68.0,ON,Full-time,224.0,626.0,29.35977099646608,11.0,2.0,On Time,43218.80025382775,9472.98845101002,317.22351954859823,28.084208969833913,1,0.0,0.0,4408.695115310224
A00779,57686.77857644858,977.9042810579776,9956.08711514426,30000.0,65.0,ON,Full-time,462.0,665.0,42.73481836105083,8.0,0.0,On Time,41603.61742672452,710.5466984800257,444.4807584734303,38.94934164957864,1,0.0,0.0,4807.231548037382
A00780,81661.34608651306,1105.8307282548644,766.1981392964867,20519.410776329543,47.0,BC,Part-time,256.0,677.0,28.41707677523566,0.0,8.0,On Time,43052.65792349128,6488.351370084468,305.8576713974524,25.267468299760154,0,0.0,0.0,6805.1121738760885
A00781,65437.48251861858,886.13257577296,4730.351250837003,5089.995463915904,98.0,ON,Full-time,592.0,537.0,22.69074950329576,20.0,10.0,On Time,55418.040997969925,4391.106252794723,314.36922156207754,23.415052293868065,0,5089.995463915904,13.067404106452257,5453.123543218215
A00782,40677.336002123426,289.6060011051902,8020.62559310803,15244.537939314723,35.0,ON,Unemployed,430.0,888.0,44.5896053055297,2.0,0.0,On Time,62013.57185586841,2325.163662392148,691.2901731598195,35.682697902092386,1,7677.37875181282,5.456256302250306,3389.778000176952
A00783,72409.94461506873,1439.2355067175854,7889.508965412335,27642.610006678075,38.0,ON,Full-time,424.0,697.0,12.41502952333236,9.0,6.0,On Time,62407.5209183028,1366.6699226375545,193.69780366967777,33.933004170170214,1,15000.0,9.824191230182873,6034.162051255727
A00784,60278.62382840229,816.2730310096144,7599.971583309685,14506.133130793532,96.0,ON,Part-time,406.0,726.2,1.933691649449112,10.0,6.0,Late<30,137807.1253885144,4624.55051421799,66.61912189958926,21.907948389875017,1,10000.0,7.377932926895101,5023.218652366858
A00785,79212.96183665829,1072.6755248714144,3489.9493530191094,11840.532047977204,24.0,BC,Part-time,104.0,598.0,10.681967859244274,16.0,7.0,On Time,128653.39522582838,3053.1775208007293,343.5678581962374,24.145311476784677,0,10000.0,10.330699242875538,6601.080153054857
A00786,102784.55348417546,1066.3579080525783,4538.532556850523,26842.28219030451,40.0,BC,Part-time,251.0,664.0,36.669748400044725,17.0,6.0,On Time,63882.78077324764,2192.450885467574,585.6413745125515,23.987653153381945,0,15000.0,5.954308170935452,8565.379457014622
A00787,90849.63691417032,1565.6967573463828,5949.683573414703,9321.196948890994,27.0,ON,Part-time,98.0,673.0,38.00644013829776,8.0,9.0,Late>60,140451.94081980587,363.1629500885736,1334.5195702689232,40.154713459833324,1,4436.992515692323,0.0,7570.8030761808595
A00788,75326.70806011936,1020.0491716474497,9739.405835732572,30000.0,50.0,ON,Full-time,177.0,681.0,30.42757541947348,17.0,5.0,On Time,96484.29904941868,3128.0381532783185,733.9458215303051,35.110972720359115,1,0.0,0.0,6277.225671676613
A00789,57810.00544536437,876.8080011158544,3275.4727093849287,24734.03941579024,65.8,ON,Full-time,264.0,743.0,4.456880841747552,19.0,10.0,On Time,40365.78771651705,9319.324565463306,44.97637648394837,26.835388626111722,0,2948.629659880044,10.05454767441976,4817.500453780364
A00790,26095.53571404625,427.0947241118324,9231.438877168575,29119.27592416986,95.0,ON,Full-time,466.8,613.0,20.608372659007276,12.0,7.0,On Time,41995.62771437141,5384.087614201471,216.365386496675,49.67512886380474,0,0.0,0.0,2174.627976170521
A00791,74221.49740002042,705.6740950712006,2693.5691818049413,8221.780112270078,88.0,ON,Full-time,196.4,690.0,35.577515596487366,9.0,9.0,Late 30-60,46690.394737800765,2414.142656528666,415.2820617475646,20.11734446902938,1,0.0,0.0,6185.124783335035
A00792,60278.62382840229,861.4828402732822,9890.744654737044,16904.240445839,67.0,ON,Full-time,600.0,646.0,29.89672783688132,18.0,3.0,On Time,99291.45323469036,9757.45546659095,742.1223884714918,36.97169014447125,1,10000.0,8.05040640716377,5023.218652366858
A00793,68582.27638496894,942.4423815758228,6702.636868275918,21094.39447979649,48.0,ON,Full-time,408.0,844.0,16.22282498858356,0.0,3.0,On Time,49642.57589523772,6511.722170993667,201.33570518272964,25.549353231013978,0,21094.39447979649,7.412106305265967,5715.189698747411
A00794,31622.54871665379,428.22201387135345,4635.114803585509,30000.0,34.0,ON,Full-time,261.0,499.0,45.84015372117585,8.0,2.0,On Time,60353.21871305673,5070.871155362804,691.6502058435669,59.572891500228444,0,0.0,0.0,2635.2123930544826
A00795,34873.12414764392,454.9009338410104,6133.9042806360485,30000.0,83.0,ON,Full-time,574.0,894.0,21.67723421900345,19.0,10.0,On Time,53956.88353508986,9334.841614636432,292.40900052940844,41.19997724211851,0,0.0,0.0,2906.0936789703264
,101374.4561497996,1623.4590911551122,2725.311690402068,11925.896264596387,100.0,ON,Part-time,117.0,795.8,18.978495236218272,15.0,7.0,Late>60,113228.05916161362,7810.384873259088,537.2245453512313,27.694220055018242,1,0.0,0.0,8447.871345816633
A00797,58701.60941495976,1145.957579634749,2741.738575114666,30000.0,32.0,ON,Full-time,484.0,571.0,36.06876850115226,13.0,5.0,On Time,101747.86509120744,5324.150346176582,917.4800478653083,51.38062112878675,0,0.0,0.0,4891.80078457998
A00798,84183.17418137516,929.0783029903793,1135.5454384349384,12929.361530827882,74.0,ON,Full-time,320.0,650.0,22.558124645517623,7.0,7.0,Late<30,69361.80997256713,4926.377999749983,391.1680887499692,21.584172791209884,1,10000.0,6.943185299805713,7015.264515114596
A00799,60727.94123771036,998.4102553456416,1140.5029770539877,30000.0,55.0,ON,Part-time,307.0,701.0,66.25121660223905,7.0,7.0,Late 30-60,115179.0375238719,4140.438538754364,1907.6878407578643,66.31737604210687,0,0.0,0.0,5060.661769809197
A00800,60771.613137874505,1254.4669227197423,3476.7174146891134,30000.0,67.0,ON,Full-time,489.0,643.0,34.68484833302831,5.0,6.0,On Time,93922.28388283694,7996.698273281932,814.4200428919572,49.73809650035822,0,0.0,0.0,5064.301094822876
A00801,95716.11011067704,1296.1556577487515,7628.554778963717,28599.971305510404,96.0,ON,Full-time,320.0,739.0,36.1641231920495,9.0,2.0,On Time,128199.37843114496,2849.014827627257,1159.054528682025,36.159552485094586,0,0.0,0.0,7976.342509223086
A00802,60278.62382840229,868.2978826560723,6079.711675981625,30000.0,68.0,ON,Full-time,355.0,635.0,33.272912821668186,7.0,4.0,Late 30-60,78266.32761621935,544.148025122212,651.037173911647,39.204645325160214,1,0.0,0.0,5023.218652366858
A00803,62821.98610943238,1224.0377283404066,1025.8456033102082,30000.0,54.0,ON,Part-time,519.0,615.0,3.3655877183572693,13.0,1.0,On Time,71562.73651723417,6081.624675032732,60.21266677861014,33.12694492844686,0,0.0,0.0,5235.165509119365
A00804,47517.92824971523,495.9948852376007,8522.36524975911,30000.0,70.0,ON,Full-time,600.0,587.0,40.830333765106914,18.0,0.0,On Time,86989.3564442651,8995.744263092423,887.9511144077995,46.31378683029324,1,0.0,0.0,3959.8273541429357
A00805,48182.53482201778,652.471825714824,6013.676269900664,28656.74925301581,41.0,ON,Full-time,23.0,806.0,31.30865560178173,13.0,2.0,On Time,84017.28278621566,9887.834643163898,657.6170428377827,43.3337128594426,1,0.0,0.0,4015.211235168148
A00806,51298.3536609979,540.8334790596411,9608.555767847798,30000.0,84.0,BC,Full-time,191.0,677.0,8.329875793174551,5.0,3.0,Late<30,40871.7456492725,1145.9135405678444,85.11414117716559,25.169173124279403,1,14107.047256774424,9.116652347460208,4274.8628050831585
A00807,66907.53602038552,906.039550276054,6701.854674112075,30000.0,89.0,ON,Full-time,348.0,564.0,4.768033896025381,1.0,3.0,On Time,57506.73956175,9620.340128726586,68.54852087008194,25.550271121245704,0,0.0,0.0,5575.628001698794
A00808,47128.14637822775,600.7395927537724,1751.74863704181,30000.0,63.0,BC,Part-time,24.0,721.4,46.35346964503064,16.0,10.0,Late 30-60,28165.953857007757,3836.5918275279855,326.3974217835357,35.06533875069233,0,0.0,0.0,3927.345531518979
A00809,112182.02595818084,1519.131601517032,4737.833623078222,30000.0,46.0,BC,Part-time,389.0,547.0,26.98217765726162,20.0,1.0,Late>60,93144.55394245438,7455.579991068189,628.3107255704231,27.784582832073955,0,0.0,0.0,9348.502163181736
A00810,38280.5169107081,778.3446962868837,6484.975975472042,30000.0,38.0,ON,Part-time,598.0,900.0,31.779624088076314,6.0,2.0,Late<30,38863.65540971034,2041.6369194873485,308.7680899022821,48.18470314101304,1,0.0,0.0,3190.0430758923417
A00811,54533.1568330307,738.4698321139574,282.6470104997769,30000.0,67.0,BC,Full-time,567.0,698.0,71.45246846512477,5.0,7.0,On Time,29624.64843756992,6725.819695815919,529.188564568968,37.797006366795344,0,0.0,0.0,4544.429736085892
A00812,48056.58601443555,575.9254833270196,149.10264154807896,12474.26562363548,75.0,ON,Part-time,189.0,481.0,32.812934351977155,14.0,8.0,On Time,46732.33004716177,6714.790874086471,383.3562194881122,28.626145523328745,0,0.0,0.0,4004.715501202962
A00813,123437.34053110886,1940.105778839388,1294.030005985679,19192.079281638475,100.0,ON,Full-time,27.0,544.0,7.124285396961184,3.0,1.0,Late<30,204575.02044801952,2822.1478776845165,364.3627076902153,25.201609152629327,1,10000.0,8.143230689358388,10286.445044259071
A00814,66057.27107225246,1230.6614867187498,2516.644350454708,8217.765939882758,77.0,BC,Full-time,540.0,554.0,41.148138268648346,3.0,5.0,On Time,116293.2574333465,4455.22374814742,1196.3127591447146,46.32781270371809,1,0.0,0.0,5504.772589354372
A00815,100300.12996724862,1358.2309266398252,4295.491235206755,25782.506674405467,44.0,BC,Full-time,490.0,709.0,58.68863287333013,8.0,0.0,Late 30-60,51485.05319208778,4146.095420500094,755.3968463135783,29.914601792272123,0,15000.0,7.577668405011683,8358.344163937385
A00816,28487.47549869732,286.7546320585453,4874.404737597884,23330.64263333207,37.0,ON,Part-time,487.0,677.0,22.895022932192887,11.0,3.0,Late 30-60,14549.139365723186,6550.152253946413,83.27571985547566,30.32869619269391,1,0.0,0.0,2373.95629155811
A00817,68427.16219749839,926.6178214244574,1380.2760893789678,30000.0,31.0,ON,Part-time,171.0,677.0,33.82880607744659,2.0,8.0,On Time,49230.6514391565,9771.673407432516,416.35354015039815,31.443151590589935,1,0.0,0.0,5702.263516458199
A00818,93415.76478405503,1265.0051481174119,6733.915791158308,30000.0,92.0,BC,Full-time,37.0,654.0,30.110065353046412,12.0,0.0,Late 30-60,168976.56258423222,5701.045495765069,1271.9738356360922,38.37012723484137,0,0.0,0.0,7784.647065337919
A00819,62388.85886819235,801.0194915289985,5961.380616965348,30000.0,80.0,BC,Part-time,298.0,671.0,15.326477875891742,17.0,2.0,On Time,75111.01258715134,5443.682260453938,287.7968181632003,29.597905862196793,0,15000.0,7.1048884604650855,5199.071572349362
A00820,60278.62382840229,816.2730310096144,2944.640988411602,17366.718867125055,32.0,ON,Part-time,265.0,624.0,61.99458192391781,16.0,6.0,On Time,201386.45346174756,3380.372029728293,3121.217246875393,83.57173659788548,0,0.0,0.0,5023.218652366858
A00821,60278.62382840229,784.5962668723429,136.59883435292008,30000.0,91.0,ON,Full-time,26.0,638.0,52.09299798646055,17.0,7.0,On Time,84644.59299510057,6778.0613293878005,1102.3476531146368,46.52283887514732,0,0.0,0.0,5023.218652366858
A00822,121136.55235109924,1941.8320200894009,776.4791535329074,30000.0,29.0,ON,Part-time,451.0,536.0,14.99785542579696,3.0,6.0,Late<30,222308.8524009178,8460.949629166653,833.5390070459503,31.95109285712885,0,0.0,0.0,10094.712695924936
A00823,188989.93937589988,2565.3308713827123,3916.947755108394,30000.0,85.0,ON,Full-time,468.0,724.0,51.67243740056544,15.0,6.0,Late 30-60,130916.09931012522,986.6981855936552,1691.1884865821635,29.884253353425144,0,0.0,0.0,15749.161614658324
A00824,49940.15760821223,899.7290264318023,1539.7435116568392,15427.108119523264,30.0,BC,Part-time,84.0,479.0,17.24840295809856,19.0,5.0,On Time,60569.62170370229,2413.538880091045,261.1823105412623,33.45567235943906,0,0.0,0.0,4161.679800684352
A00825,47918.10750934352,982.2326494448774,3768.196061479709,19920.417330745877,53.0,ON,Part-time,12.0,663.0,30.528175848404427,12.0,6.0,On Time,95375.52534850826,5930.523888703344,727.9102023683035,50.309560611490646,0,0.0,0.0,3993.175625778627
A00826,123833.38089611716,1880.0650231843288,6281.826045103551,30000.0,57.0,BC,Full-time,600.0,858.0,49.972929815533526,10.0,6.0,On Time,89601.66685236922,840.1650051065058,1119.4144522420659,33.42697534830421,1,0.0,0.0,10319.448408009763
A00827,131898.2502473034,2482.3672617244283,5472.374278792835,29865.63911501247,50.0,BC,Part-time,600.0,643.0,39.8480365971724,18.0,8.0,Late<30,179559.70677221057,3476.576190869823,1788.7754417091483,42.93425225560408,0,0.0,0.0,10991.52085394195
A00828,79697.41364802055,921.4737138530664,2311.7588313739425,30000.0,32.0,ON,Full-time,99.0,540.0,53.42198123488741,10.0,8.0,On Time,46857.043791862125,4795.108042673559,625.7990285427891,30.072836509601764,1,0.0,0.0,6641.451137335046
A00829,48528.50282662758,979.5654753402772,3438.224912587524,18362.117141785333,83.0,ON,Part-time,260.0,668.0,10.962732988211291,0.0,10.0,On Time,52497.51367977627,8058.065822327465,143.87905625408922,34.59104338047495,1,0.0,0.0,4044.041902218965
A00830,52005.652603529226,478.422619138928,6140.311984486506,30000.0,45.0,ON,Full-time,277.0,649.0,51.37049887684008,7.0,9.0,On Time,95492.19456220193,5266.016034951374,1226.3704183761472,49.72058835086352,0,0.0,0.0,4333.8043836274355
A00831,30570.010075811933,413.9688864432866,8608.550280434487,30000.0,78.0,ON,Part-time,65.0,698.0,33.64892012495317,10.0,9.0,On Time,42243.28623361168,3800.7522992985655,355.3602410725834,47.8637380030429,0,0.0,0.0,2547.5008396509943
A00832,37823.05161261638,604.0677430386522,7532.134387388773,30000.0,61.0,ON,Full-time,600.0,696.0,8.262356757116102,19.0,9.0,On Time,61960.38361373942,1473.907895252331,127.98469855612142,37.50260408498032,0,0.0,0.0,3151.9209677180315
A00833,36240.39344050156,460.5043127672732,5534.000268334149,30000.0,83.0,ON,Part-time,599.0,776.0,41.99719875357818,17.0,7.0,On Time,54717.61588461061,2024.244562531351,574.4966474069846,49.1716833906549,1,0.0,0.0,3020.0327867084634
A00834,40786.28767265201,504.2303431238222,3622.929983164862,14270.774876658004,73.0,ON,Full-time,377.0,629.0,31.237042410848023,6.0,8.0,Late 30-60,52758.02304472616,5181.253730773388,412.0011508401521,33.255091795129786,1,0.0,0.0,3398.8573060543345
A00835,58844.7298429219,964.0866650346968,3650.5127754180544,21944.34780801356,99.0,ON,Part-time,516.0,596.0,9.68139118907655,11.0,5.0,On Time,99304.41232934888,8046.595237396378,240.35121564044573,31.274231732678725,0,0.0,0.0,4903.727486910158
A00836,67312.91278638876,911.5290273156811,8794.173102643961,12681.22966726148,53.0,ON,Full-time,116.0,598.0,15.262676743340156,0.0,3.0,Late<30,131670.74554482946,3990.734943927556,502.41200645133205,28.597653776176685,0,9255.525508128454,10.298287900963697,5609.40939886573
A00837,129994.86730733929,1903.0112888426336,392.435760405464,1205.6608806976951,50.0,ON,Full-time,498.0,614.0,31.237417865124208,18.0,8.0,On Time,253519.80309360469,2278.0715779369752,1979.8260065797347,36.0099344483512,0,0.0,0.0,10832.90560894494
A00838,36345.40189475992,757.0297420846142,9879.82644420261,10214.388904198522,37.0,BC,Full-time,600.0,708.0,41.20956954051069,10.0,1.0,On Time,61212.12632646963,3789.814700821029,630.631344143294,50.874449238533515,0,0.0,0.0,3028.783491229993
A00839,97944.98272453983,974.2566716037484,6643.754108515623,1198.9687280569076,57.0,ON,Part-time,586.0,541.0,31.0733434374745,20.0,7.0,Late 30-60,120569.7481242886,552.9516492690611,936.6262979089541,23.63205277221761,0,0.0,0.0,8162.081893711653
A00840,53798.753561909485,875.1772330245843,6811.376990723905,30000.0,38.0,ON,Full-time,79.0,585.0,58.18189766993923,2.0,1.0,Late 30-60,40065.99973637237,5308.175003240747,582.7789741763573,42.55763000171386,1,0.0,0.0,4483.229463492457
A00841,58411.50455230119,790.9891241457452,379.9783730474216,21851.18058833878,46.0,BC,Full-time,17.0,685.0,25.72186201252024,12.0,6.0,On Time,33102.13628203303,742.6938800867366,212.86214544152335,27.35664466002644,0,7674.896974212097,0.0,4867.625379358432
A00842,83902.42085431468,1136.1786157355114,6055.292748912721,16316.161626815056,21.0,BC,Part-time,57.0,800.0,16.020407860614387,9.4,8.0,Late<30,71079.40013783683,8499.326143673294,284.68024517398914,23.821977030252604,1,16316.161626815056,4.5503269166898646,6991.8684045262235
A00843,34154.13664262881,404.4581180446866,4847.78060090447,30000.0,50.0,BC,Part-time,111.0,591.0,43.40431927935071,4.0,9.0,Late>60,34508.89563931745,7632.496905592829,374.45878107668204,43.177794080293765,1,0.0,0.0,2846.178053552401
A00844,72490.07051809627,1209.90938413513,1057.78906894067,30000.0,76.0,ON,Full-time,596.0,714.0,77.76416689061925,9.0,3.0,On Time,50364.24698101916,7033.31917981409,979.1334268880852,43.68669185440083,0,0.0,0.0,6040.839209841356
A00845,65070.469261642655,795.6217938762318,2779.2201076935908,30000.0,72.0,ON,Full-time,314.0,659.0,8.329619526192038,17.0,10.0,On Time,54473.61283826641,9450.748414660093,113.43611728996233,25.063127896647703,1,8947.189523475865,12.351234278673612,5422.539105136888
A00846,76590.29357772501,1161.0589740977227,8903.144562136513,30000.0,60.0,ON,Full-time,161.0,730.0,14.789877347792308,6.0,7.0,On Time,47893.30427557081,8891.597204557751,177.0840240040473,28.01623413996399,1,15000.0,9.7577784143847,6382.524464810417
