applicant_id,annual_income,self_reported_debt,self_reported_expenses,requested_amount,age,province,employment_status,months_employed
A01198,78924.3420667668,1315.6660666279045,3134.055614745563,27281.707984618435,98,ON,Part-time,587
A01199,66967.122369514,1496.0932284190544,1494.3190214201907,27990.415802581745,67,ON,Unemployed,26
A01200,118429.15527396229,2371.135928996039,5801.763697965339,26967.00768394357,70,ON,Part-time,24
A01201,63742.84690567208,1369.451964814102,6617.651547273958,5012.754992595508,81,ON,Full-time,61
A01202,48305.33212148157,685.1110023505809,7211.3585359904355,25652.43661858845,100,ON,Full-time,232
A01203,63649.62749141201,959.6812277440383,2552.3121691856545,28502.54819962293,31,ON,Full-time,463
A01204,78562.44101416518,1170.1638408927568,892.4975163658399,11476.241142634535,63,ON,Part-time,348
A01205,61354.882735503576,707.4966349496272,786.8365694189782,16040.742393228407,64,ON,Unemployed,285
A01206,61101.7536221865,571.5220329092568,4261.5154845072375,23593.76241857688,95,ON,Full-time,413
A01207,42150.59822514323,766.3794321017249,9458.44409062715,17300.26598940381,59,BC,Full-time,595
A01208,42982.55184253647,1066.8388883315927,2177.2903424702463,29811.022129481233,64,BC,Full-time,405
A01209,29693.913291277382,330.0130573140197,2567.416013415493,14215.687589548023,19,ON,Full-time,380
A01210,143600.2062093472,1308.4008811509261,1008.8880210585893,21704.338625013952,91,ON,Part-time,169
A01211,32146.806140984103,685.5476154473555,6055.702738939302,23985.14306569978,86,ON,Full-time,289
A01212,42342.53439638362,531.1066479047488,6798.728739471749,15328.912056994744,30,BC,Full-time,515
A01213,41806.050933688566,926.4526108374668,6429.3120816076,25852.530365629897,91,ON,Full-time,286
A01214,93663.34425881514,1879.4122418377385,8611.302430447813,16838.483145008697,53,BC,Full-time,306
A01215,51664.44781804956,1244.8320836149403,4864.258350260718,12937.873107247311,51,ON,Full-time,561
A01216,111733.40902318512,1692.625643418554,1344.5704076706445,4126.8865417064635,76,ON,Full-time,7
A01217,42755.566990128376,828.0113218523384,2894.0513070441266,12408.993714162301,53,ON,Full-time,356
A01218,68837.0282954811,1106.9622641312221,6624.299734213518,22284.157187265242,64,ON,Part-time,580
A01219,39431.74467803151,743.0180808023122,6131.2197374155985,27717.30593872311,84,ON,Part-time,138
A01220,175005.82951877534,2769.7557376000937,5310.031297429625,8298.702711948998,62,ON,Part-time,510
A01221,33064.0143594892,379.482441402882,6829.6441868868715,11301.830002584577,44,ON,Part-time,247
A01222,69906.25121923302,1174.305499439136,6373.908503732993,5464.86882902836,60,ON,Unemployed,540
A01223,82198.18006461748,1409.1291566895943,8813.248894649518,21030.963932640097,95,ON,Part-time,182
A01224,73636.75353277347,1608.4768758906316,5860.163774782966,28845.464470287832,48,ON,Full-time,422
A01225,54576.363799519306,1123.8371253538223,7786.013587005565,19587.61437559709,50,BC,Full-time,396
A01226,56111.140244681446,1088.3612504427324,2487.0715596646787,18895.219370180563,54,ON,Full-time,304
A01227,61200.19997066186,625.6568817873485,6781.82584589068,17051.207984512585,37,BC,Full-time,18
A01228,55631.173589335274,1131.7386125313942,9021.941183826757,3565.2164798805593,40,ON,Part-time,382
A01229,96948.92364057445,1616.3084703447787,3857.3232789983326,22155.610966452125,83,ON,Part-time,225
A01230,180820.75230395581,4201.368781755192,7791.041873386466,18459.436762931175,75,ON,Full-time,229
A01231,45308.68919318031,1072.208180815856,7247.893011954354,20182.826296832325,29,BC,Part-time,494
A01232,30184.94322146273,279.2895027722621,595.2619687182248,27065.521697795226,44,ON,Full-time,483
A01233,57288.717200844054,1260.9643479138194,5815.083096240723,23734.86282476952,66,ON,Unemployed,358
A01234,200000.0,1792.3246347422355,1301.893492008024,23646.542312481255,37,BC,Part-time,372
A01235,40061.16603519046,578.9971059273711,9673.191722305912,27888.32929750108,30,ON,Part-time,77
A01236,135884.2096884169,2360.5351407587755,8114.075027006562,29708.113592426987,85,ON,Full-time,326
A01237,138531.13863626303,1496.3690264147897,1097.238012471201,17857.19922687073,74,ON,Full-time,275
A01238,45397.20776416091,942.9861181423645,1217.5199764767842,4157.566864903807,36,BC,Full-time,351
A01239,79577.88762561652,674.2298920427329,5944.738549126189,14314.767325487655,23,ON,Full-time,181
A01240,135157.80647048325,1506.1063465766133,3448.891741731833,23840.433247387686,42,BC,Full-time,504
A01241,49535.067372555975,892.2890630472806,349.0585907310928,1804.0344180936265,96,ON,Unemployed,597
A01242,54079.46510991039,1094.5571631850814,5416.415078330531,2649.7357123283227,56,BC,Full-time,388
A01243,44764.00085444448,1056.9102176572223,3878.450996858469,2947.5756891018186,85,ON,Full-time,334
A01244,36048.53971403088,724.2732322066091,1010.7649237174265,22200.036991521014,88,ON,Full-time,445
A01245,43276.33494280212,845.1718696430303,8019.203922559826,15533.83222833199,94,ON,Full-time,508
A01246,32468.63633805477,483.96729071697894,9150.76765278806,11698.040362097214,70,BC,Unemployed,247
A01247,60903.244864729066,508.8308019122305,7565.9393401413,4062.894312590344,93,ON,Full-time,292
A01248,40741.94312800386,421.108220828529,8224.223100162773,22234.967255970783,57,ON,Unemployed,530
A01249,67298.48174679567,1160.39916910548,2164.905672661174,10309.57450597609,77,ON,Full-time,137
A01250,27503.049733291187,538.6609282242646,2635.72950918601,8694.398031875347,44,ON,Unemployed,555
A01251,70646.23643306262,1080.2378063209508,2085.2754029918774,19917.256845052976,83,BC,Full-time,344
A01252,90831.77795181506,1863.079378418433,7650.63431365564,17211.315885308413,98,ON,Part-time,36
A01253,22095.5647808149,376.31040905973936,9479.170789344971,11509.908612585747,66,ON,Full-time,313
A01254,72187.94072231372,690.8099528620971,7168.372067339026,19603.136653362057,71,ON,Part-time,219
A01255,110617.60097555823,1275.8196253029053,8814.66764879556,8865.424091139426,27,BC,Part-time,142
A01256,32701.60671371966,730.3349148934423,6386.990948831725,24050.077586525476,23,BC,Full-time,403
A01257,138176.3702492193,2820.899953342778,3876.5990055879906,7650.249558921963,90,BC,Full-time,403
A01258,73829.19323666692,1716.2358709717168,4257.616149303051,5606.293166078453,79,ON,Unemployed,554
A01259,42086.995317144516,433.18548419702506,753.2143216740484,23690.74287546737,39,BC,Full-time,478
A01260,58227.641519640936,1446.2023921676202,314.57195246026083,21528.86889024006,81,ON,Unemployed,559
A01261,79155.0175528593,935.8850149137203,6954.756041890774,6296.530295352155,38,ON,Part-time,219
A01262,62193.30869603158,530.488063838533,4384.288920111806,4371.126828008201,76,BC,Full-time,366
A01263,78384.22671388488,1956.2389856890934,5522.150680546295,25313.57356611407,63,ON,Full-time,195
A01264,37784.83850746277,491.879177065668,5576.612476224163,23521.355983703954,40,BC,Unemployed,31
A01265,65165.170605661384,1268.5697815618696,2773.758133333014,10490.463837290263,95,ON,Full-time,53
A01266,29529.432344641857,333.03407692141485,4758.925108294907,20087.724838187634,93,ON,Full-time,422
A01267,56635.256086539506,1019.6503258847514,4707.602216677023,4600.645409886513,100,ON,Part-time,233
A01268,38102.919263455005,891.6305288657369,3884.27221227857,15704.382112382666,81,ON,Full-time,109
A01269,41449.66293584291,566.603882270582,8206.753834010706,1543.1784697521764,48,ON,Part-time,99
A01270,111084.51506993198,2166.618257292457,4511.640036875959,12356.454546725108,81,ON,Full-time,210
A01271,103327.11001281395,1184.6514966330585,6036.445245059878,3170.4418226707476,62,BC,Full-time,402
A01272,81191.7614034446,1522.0686606743845,8955.201203808261,14779.268224549593,85,BC,Full-time,149
A01273,34677.4055742069,483.43213487773085,8662.336228589225,13228.767758733935,76,ON,Full-time,393
A01274,51113.083221471155,605.8674484833925,8904.222037791651,13887.165772503624,83,ON,Full-time,257
A01275,109814.60897591792,1488.321148737579,2700.04996465014,2314.607759391828,54,ON,Part-time,244
A01276,64270.65674343388,727.1593549568443,349.8248830806283,11486.87389717314,24,ON,Part-time,149
A01277,190930.50067321403,4461.142406188841,2610.667998953292,22938.03162389758,55,ON,Part-time,98
A01278,72886.51487136316,1089.8804221990904,2787.0734562070866,11698.516827254984,93,ON,Full-time,102
A01279,65908.6227720959,818.6722095234232,9093.60326724968,21739.98662567784,73,ON,Full-time,11
A01280,51299.78129522251,810.8852470465251,6492.4273283797065,11714.882985378264,95,BC,Unemployed,225
A01281,64008.454321510864,875.3541958696866,817.0395960222876,13273.943803215407,93,ON,Full-time,441
A01282,55479.290270035344,1150.6582833321718,1353.7859601110113,17352.871272048716,77,ON,Full-time,147
A01283,85310.62945717118,2091.8449458812574,1556.761255419754,28569.77616740539,56,ON,Full-time,178
A01284,96601.65556398616,1510.260070195542,6304.217481689231,4156.952952753,43,ON,Full-time,6
A01285,40416.97988146254,916.81432574461,7354.14025507003,1954.4992911740367,97,ON,Full-time,151
A01286,30772.70956872125,546.6582467112456,8596.43910565396,18630.75833049131,95,ON,Part-time,581
A01287,23906.30028540116,261.86788613363495,9406.36550806243,28523.815578924365,51,ON,Part-time,352
A01288,77187.72057531637,1531.6909254398595,2017.0455738644177,29701.970844086733,31,ON,Full-time,564
A01289,34486.27497014728,582.4930122018993,3097.7248472404904,15040.763174368052,56,ON,Part-time,416
A01290,20405.396997090942,391.3097149066953,2403.2288074483067,14574.367011467855,76,ON,Full-time,569
A01291,72714.0061857031,1684.1623185654962,3587.6156746613774,19703.94935161069,38,BC,Full-time,195
A01292,200000.0,3134.7819021868204,9146.651074237494,17113.407958944124,35,ON,Part-time,324
A01293,59692.67196729286,1394.0006038437446,5751.125669393616,19388.553670809426,42,ON,Full-time,481
A01294,91057.40285440924,1898.044537849526,7381.91897324499,26345.983340598934,44,BC,Full-time,207
A01295,62374.678533798586,1027.7319074761513,4901.19236126782,22642.87891514067,58,ON,Part-time,302
A01296,56985.67351622523,1047.7976073079576,288.5791333612453,15409.444358917071,50,ON,Part-time,298
A01297,94801.28485688011,1304.4358686066748,641.9548599781433,14394.069311004918,96,ON,Part-time,425
A01298,51785.358192009146,1280.4769596611663,5379.230312678857,19548.450706880365,55,ON,Full-time,61
A01299,68438.86589219762,1331.5364949517827,7187.890348200256,14215.482248188628,78,ON,Full-time,194
A01300,70322.62795946692,637.4123312507932,2153.305275287315,14275.601186703556,75,ON,Full-time,566
A01301,42871.166662325675,590.6374248008691,7219.09573992304,1472.8711518086398,76,BC,Full-time,362
A01302,98323.77856215244,1840.8086606765867,8106.657734835125,6047.859984811944,85,ON,Part-time,560
A01303,54858.92240441965,508.66406862974895,4118.974783621112,15166.895559876839,40,ON,Part-time,77
A01304,41032.81618319874,358.2740620613684,7464.1923284410495,24856.950312460704,76,ON,Full-time,283
A01305,78296.24480688447,1239.7221738423846,4040.299503284599,9083.0831950866,98,ON,Part-time,56
A01306,38206.69378068157,530.2389784949759,6783.5062945502,16156.659560803322,91,ON,Full-time,375
A01307,60723.77487420038,949.617223983026,7639.97049319543,11003.900458017733,95,BC,Part-time,375
A01308,59601.767084213294,757.6311502025962,9919.266183081108,4039.315696648082,92,ON,Full-time,372
A01309,103047.75318383401,1141.6278387315754,3453.966620635961,28790.65600906772,67,ON,Full-time,243
A01310,75913.4471080327,1504.5328555665885,4110.407805746115,25785.54223725875,67,ON,Full-time,38
A01311,59129.576146595355,999.8526679248858,1656.2005941017132,3276.280309540286,60,ON,Unemployed,308
A01312,90118.71625460657,1051.6166449674924,2040.7305840180688,21873.830611580255,58,BC,Full-time,85
A01313,119982.81156046453,1638.9440614650437,6933.950025983777,11079.817226367506,89,ON,Full-time,98
A01314,79134.57420804088,1439.9958981651553,9170.455901544761,29850.644404791987,64,ON,Full-time,373
A01315,60184.87235424164,573.9925047188328,3946.0495166124056,9769.557075040353,40,BC,Full-time,494
A01316,31072.606305582085,335.3008743048731,1798.4444683554125,7923.414915515397,100,ON,Full-time,207
A01317,35152.22405386469,335.8476318912666,2850.9949938299405,17468.82590085675,39,ON,Part-time,82
A01318,51399.70169476728,1124.2119905063062,4550.517048081386,25218.65873695292,69,BC,Full-time,576
A01319,44145.3950811834,921.4683400577685,2906.503293653684,6583.047282774141,32,BC,Unemployed,0
A01320,54530.4395455899,1139.0617510591312,2335.790831218663,21572.680321860607,92,ON,Full-time,436
A01321,61594.32153804411,1248.6455716822402,7359.844887570795,2780.790911092529,27,ON,Full-time,249
A01322,78029.82287737262,1520.7822914056871,78.44921240623192,27649.107550204422,36,ON,Full-time,409
A01323,57800.37895595948,941.1750490961201,5392.305273364831,3351.1725682716647,31,ON,Part-time,385
A01324,76362.79055643496,1453.7924692847166,7937.668070297539,27512.709913980714,35,ON,Full-time,83
A01325,61835.76559802874,554.8333151476585,2662.282863174682,15233.410234128381,43,BC,Full-time,489
A01326,22298.32219717949,416.7795838179143,6032.915106120174,13994.642271081675,72,ON,Part-time,238
A01327,37433.911721440265,797.2660203310681,6689.001056186178,29225.905305510918,34,ON,Part-time,539
A01328,55712.29970748112,928.8710798103259,6550.2469640509,29721.141153248354,42,ON,Part-time,379
A01329,32700.72829250723,467.3551726683765,4458.496341987177,19855.16565286935,93,ON,Part-time,390
A01330,80818.75751242161,1047.1777127259006,3465.779878757792,4686.459463854407,41,ON,Full-time,327
A01331,128717.50729769515,2451.6438538593134,8359.240730278134,15678.932484000872,59,BC,Full-time,479
A01332,110126.0530874809,2189.30813538547,7584.459569998643,16345.72992771421,51,ON,Part-time,303
A01333,53813.44190806205,1229.6080882173032,3212.551734139125,15918.946415923981,60,ON,Full-time,281
A01334,126167.17199463154,1771.248484313266,1030.191944422061,17515.263317080284,66,ON,Full-time,344
A01335,64494.4033080366,1364.886788365036,718.0754544546919,1543.0167000373294,36,BC,Part-time,134
A01336,50587.35963287611,894.8531462785612,942.7597789893605,21625.59116264457,81,BC,Full-time,467
A01337,44059.605571058535,1015.4538391423821,5828.693611920428,21659.434756636652,96,BC,Full-time,360
A01338,51470.554031679065,881.7009775740619,516.6217582898969,4348.62348015875,29,ON,Part-time,568
A01339,49311.45030294564,836.3467118306909,3369.2687496403837,17536.94383092822,42,BC,Part-time,114
A01340,65199.56728683543,1171.2853216390724,7531.9970191422935,17482.474290637463,79,ON,Full-time,185
A01341,64879.50053853068,1350.915937612637,2943.481665153781,20791.062185521605,82,ON,Full-time,477
A01342,59965.40011245367,1463.8458433975004,7633.080771801298,3476.533071917351,54,BC,Full-time,0
A01343,74493.64396881202,712.1137383751144,7454.6703820705525,19168.595910716795,95,BC,Full-time,540
A01344,108588.75515116319,1001.6129088536586,2458.271326332163,9141.806571643894,71,BC,Full-time,423
A01345,96257.00875384342,2306.2382568651456,7288.221800927455,15703.086724388986,65,ON,Full-time,269
A01346,28496.91217855822,489.1379209205005,7477.766382721007,23426.383028418226,70,ON,Part-time,418
A01347,20000.0,371.6343381889787,3974.5392566702685,21463.732154527384,97,BC,Full-time,326
A01348,95526.5936859598,1564.126336950615,2104.2048374151823,4448.187512661808,75,ON,Unemployed,194
A01349,30229.11013315548,299.0956086039979,5212.708068918691,18144.358826366126,93,ON,Full-time,254
A01350,53509.65046035363,1130.9169898611658,9213.975880001963,29104.37939728142,41,BC,Unemployed,78
A01351,33354.35031185714,693.3394621644403,6396.16732432062,5546.313682715066,77,ON,Full-time,97
A01352,24318.91644969774,328.995754288764,1729.224976272612,25734.305544037034,87,BC,Full-time,149
A01353,78490.38122540645,1054.7004286143517,6827.569247335199,21373.89433605953,74,BC,Full-time,446
A01354,87516.05840636796,1951.3767404963885,4272.030272818346,23446.09607438303,60,ON,Part-time,122
A01355,44879.87700383856,428.1220554947511,5915.28797355373,9176.791487136717,36,ON,Part-time,557
A01356,20000.0,460.368382785522,7340.640350231079,9348.778952015431,89,ON,Part-time,358
A01357,45564.20803904456,574.6115108932078,5149.473515144448,27274.564217518157,51,BC,Part-time,238
A01358,72831.36670341008,1326.7262160835758,8139.839745733087,11435.1289306842,21,ON,Full-time,529
A01359,28582.33691434559,684.0678238544649,7221.555793166278,2827.446330091504,46,ON,Full-time,203
A01360,65622.89740839848,1288.5302008810856,6150.733400185107,18417.30440380405,19,ON,Full-time,142
A01361,59417.55945662526,905.5531291861806,1507.928158323515,4619.712402213438,81,ON,Full-time,186
A01362,79989.10763315216,1585.8296644908626,8359.491109115683,24101.291000829337,65,ON,Part-time,487
A01363,63563.21390089873,894.1009691863359,9359.05585319816,19610.646832530663,55,BC,Part-time,121
A01364,36807.817348995115,476.81976369916737,1369.6512380929482,26367.068651415037,66,BC,Full-time,349
A01365,108910.93867347037,2716.753011612542,4882.411294334305,23760.280243696423,37,ON,Part-time,99
A01366,55311.44972163168,1153.050349736815,2588.887419705045,4251.295801807688,32,ON,Full-time,283
A01367,59062.27828031895,1126.829497619422,7545.233074255646,12051.049616598246,85,ON,Full-time,526
A01368,37547.64806449016,535.2352419467056,7216.296360047,23462.24724752303,83,ON,Full-time,383
A01369,47971.332620703164,439.06627996096597,1408.851205703987,13102.902724723446,44,ON,Full-time,554
A01370,38468.6400033708,340.48392975851857,8770.272712616372,29198.59905861937,28,BC,Full-time,186
A01371,54914.18483767722,964.825071902166,1809.7306397800228,22336.47304691003,95,ON,Full-time,7
A01372,140906.8397597892,2963.8173732510054,7972.590256481075,1449.4975840193097,88,ON,Full-time,544
A01373,30153.29335518391,521.339984166946,4569.803596280049,26519.585055264255,61,ON,Full-time,418
A01374,26721.380749216903,597.1271401691876,3282.7229355815125,3923.3387611881703,88,BC,Full-time,89
A01375,124939.5330625161,1110.7676994637318,1582.392626742135,5075.18800122249,98,ON,Full-time,495
A01376,53924.39012068869,778.9846184518228,1676.142561466294,22300.279617720476,90,ON,Unemployed,115
A01377,42850.11597985731,526.3925291188721,6618.905547009003,26084.088223483926,77,ON,Part-time,19
A01378,100705.16251695955,1589.9213034364273,5504.303879471205,16554.139209087123,21,ON,Unemployed,131
A01379,44231.48877453192,421.95100017288166,1220.854216512327,9382.442255427597,23,ON,Full-time,291
A01380,149194.31409957883,3615.802881244846,1126.9786043832519,11188.15081234209,96,ON,Part-time,353
A01381,84032.83847608138,1012.9534049169177,723.1057477279146,10943.790558285624,55,ON,Full-time,236
A01382,46912.72764270198,1112.0722882559787,7437.673473735441,10473.665010475856,70,BC,Part-time,588
A01383,176073.02568546403,2717.0801544794836,7118.820852292892,8044.380482827844,84,BC,Full-time,222
A01384,44229.29089422281,1095.0613170022207,584.3099085457515,18657.14574424776,81,ON,Full-time,435
A01385,86772.73045338895,1524.3920665021294,5602.7007559697295,27111.75423838695,25,BC,Full-time,38
A01386,69539.22704225831,1658.3168566907705,846.761552426899,9905.389979416894,71,ON,Full-time,326
A01387,114791.26196685593,966.8274690980709,9037.457706089417,6414.13462638095,24,BC,Full-time,208
A01388,130712.50842528116,2719.34042449473,9071.174191801325,25318.75232477132,25,ON,Unemployed,105
A01389,60839.959125247085,1422.6924064234709,6982.329898131301,22511.716595801394,62,ON,Full-time,248
A01390,41080.591588483374,438.0016557135906,9261.8892143945,27994.273915237405,36,ON,Part-time,566
A01391,75356.54574401575,748.6997502540704,8114.530304136905,5800.072332542379,72,ON,Full-time,353
A01392,42665.346618406875,657.4535126578824,8285.385759270494,5183.288109381155,47,ON,Part-time,469
A01393,163847.8649888261,3915.0871308232836,5697.078505699333,16701.452434844905,43,ON,Part-time,264
A01394,64104.36039905133,1113.6920621595882,3060.591982161759,18818.575990217763,81,ON,Full-time,463
A01395,49878.19560119027,854.1279078203303,2177.991151164216,14925.029813928097,86,BC,Full-time,440
A01396,65666.2354928977,701.6723110815111,3272.000220389292,18370.03245339239,31,ON,Part-time,283
A01397,30529.138135190628,254.81120268032427,6284.95430089062,6231.013297377069,50,BC,Full-time,533
A01398,36834.60298079817,804.3081681972658,1726.5653583239894,14908.798870758417,45,BC,Full-time,368
A01399,109120.37983591521,1068.6059915830033,2586.402366373216,20084.684267250366,69,ON,Full-time,494
A01400,43111.8362135537,814.705794601414,4680.608627954644,13548.487028212408,52,ON,Full-time,153
A01401,35473.616737196375,836.3593656267249,2330.500985246156,20703.97273868134,46,ON,Full-time,315
A01402,78301.83962410601,924.8124742241228,5886.436697160616,14084.547136061348,91,BC,Full-time,299
A01403,108320.75707120779,2103.720596928262,9231.7602845633,10674.38784442604,90,ON,Part-time,439
A01404,85774.46713354984,827.2927008005057,7480.893657031264,9804.546365525679,48,BC,Part-time,150
A01405,98520.88576463592,1812.3822406359127,6664.26614148913,12916.159710669051,27,BC,Full-time,405
A01406,41011.28106287742,453.81150690952836,5827.214759837788,1669.599057783824,31,BC,Full-time,174
A01407,29410.13631804922,605.8260449588279,4879.479092570648,20387.229014937297,100,ON,Full-time,54
A01408,126838.10975884623,1693.7777151882035,1865.638596346597,25508.063588427594,82,ON,Full-time,310
A01409,50953.05922807481,818.1286521902981,8947.104554268655,11284.18573885044,56,BC,Part-time,153
A01410,52816.74141928447,967.8056441122778,2485.3600201283634,2334.9609481098382,40,BC,Part-time,499
A01411,116319.62523584714,1301.3711926580984,913.0887757816075,29616.49232418117,49,ON,Part-time,500
A01412,79072.07084158491,1636.314559222058,7500.151792286952,8647.249408080941,60,ON,Unemployed,189
A01413,75202.81073546282,1006.0134937592961,1756.155343311664,4672.012529032417,80,ON,Full-time,505
A01414,176751.6948093874,3424.1866039719835,3718.9599954117602,11722.82273121781,82,ON,Part-time,148
A01415,43401.13556376597,476.17053204554907,282.8492829097973,22418.154178373145,92,BC,Part-time,7
A01416,95217.59870491346,1885.4951748088563,1370.6794254044808,9523.581309826406,27,ON,Part-time,592
A01417,61605.50808254223,644.9974232813588,1732.0363075991208,17666.392913665146,62,ON,Part-time,590
A01418,68479.94032764997,1056.1392941061954,544.1012775017795,13051.239838677124,81,ON,Part-time,468
A01419,128570.69828201941,1601.1467776862246,6566.569566228452,4415.155776021937,58,BC,Full-time,320
A01420,77181.71673793878,1605.8624147336611,8370.077958031172,10578.323362271196,59,ON,Unemployed,571
A01421,78366.20380822902,995.2965078698409,3733.1540636594095,22021.24466570793,90,ON,Part-time,450
A01422,102360.24345138663,2357.2153310604485,8745.764767182007,18748.113022611924,68,ON,Full-time,127
A01423,49887.39453152933,1157.2380667233042,2133.465745601265,4473.573016623269,38,ON,Part-time,286
A01424,39355.6633637873,456.81516590902055,3253.904235612395,5736.349881714948,99,ON,Full-time,86
A01425,35510.915354926445,659.2281511932892,1507.369930311684,19581.26741991592,88,ON,Part-time,80
A01426,22400.12247163745,219.41578588781903,6205.591954189987,24589.047015305197,60,ON,Unemployed,533
A01427,167393.6603359743,2487.294307127247,4198.695908703068,11134.760382786908,51,ON,Full-time,251
A01428,34489.00363996516,697.4376257536367,6132.833468418987,18264.011803460056,81,BC,Part-time,189
A01429,53603.69001255556,1035.8227386248932,7616.749053941836,5948.664073811053,75,ON,Part-time,597
A01430,52135.081478301945,977.2726839702374,5457.030160329485,10029.913770254392,83,ON,Part-time,483
A01431,69821.92484143453,910.64182279984,6276.303549017879,1587.8359645185253,70,ON,Full-time,378
A01432,90027.33327591183,1317.4374124549424,9352.50314394333,23280.002486186153,24,ON,Full-time,455
A01433,92063.76779910485,925.1582310175437,2990.6430960884313,12629.284773416037,25,ON,Full-time,7
A01434,44732.75475005452,908.8374810196003,3591.6393863395315,24667.64163596466,27,BC,Full-time,317
A01435,55074.337530835786,921.4751739651202,7177.033617093369,21542.816884659063,79,ON,Full-time,333
A01436,68960.55650300282,1389.2858448043407,6113.055170553867,25033.58370612583,98,BC,Part-time,229
A01437,52873.33555078943,659.9857049196006,1785.329045397148,9284.101417903601,52,ON,Unemployed,507
A01438,133742.66043630813,1837.7093677175174,3761.4731001049017,6368.153182407513,53,ON,Full-time,526
A01439,76533.77883973133,1064.094202109625,4678.38013124715,29185.264796898446,38,BC,Full-time,474
A01440,86460.14999122224,757.5961267248489,4193.898379683894,21802.505824185217,76,ON,Part-time,405
A01441,83403.08969253479,1169.0998528901348,1782.7480832204078,25187.22576987344,78,ON,Full-time,286
A01442,107660.3807540131,2338.571110389969,9244.300917842622,1380.8678375880781,72,BC,Unemployed,445
A01443,65546.21722914114,1526.4605122727417,7623.187616939758,11279.38698858071,53,ON,Part-time,342
A01444,31306.59402364641,531.2824572509173,4813.558321078523,22541.68402674262,65,ON,Part-time,324
A01445,73119.03261039438,1164.4226602003546,6800.610283068366,3261.5021567095164,64,ON,Full-time,166
A01446,43231.36502792589,382.4712142800342,8972.826721355219,17452.857957499134,22,BC,Full-time,592
A01447,45967.5806774979,1056.6447776451855,1361.7414236157122,13443.110256195094,28,ON,Full-time,295
A01448,80272.47060830232,686.3432879831212,2503.7305070697766,1510.8787070921117,93,ON,Full-time,580
A01449,111206.21346449046,2677.753097044942,5427.01247256645,7843.29173646409,58,BC,Part-time,182
A01450,60514.348934437556,997.6962874121078,7990.1037135235865,9258.967682934712,73,ON,Full-time,575
A01451,69871.73662317268,980.4570864836262,362.5489544152738,4243.938444043351,91,ON,Full-time,85
A01452,140239.57265045488,3328.863077720573,9840.181501963605,19314.570382537153,58,BC,Part-time,555
A01453,67533.33384764516,590.2312000733726,4549.0660288239715,8029.538411304781,94,ON,Full-time,148
A01454,200000.0,3604.7496495636237,3592.31140621723,9050.965488962263,99,ON,Full-time,58
A01455,79439.80331448672,1388.7832239399233,2927.2443783977187,27048.919347804276,41,ON,Part-time,4
A01456,24825.301166530728,297.62242658837124,1743.5670765087164,14546.569688101044,33,BC,Full-time,82
A01457,87262.03875551982,1350.943517233289,7915.7390893002785,12371.716262108897,23,ON,Full-time,382
A01458,72444.7290697224,1391.257562123157,9554.141647460965,21992.260111126798,58,BC,Full-time,548
A01459,114105.23059980408,2333.701469940432,4136.447548453982,27378.80010960445,36,ON,Full-time,478
A01460,83833.72699724477,699.6160072620899,9524.206947534563,1726.0537508858713,39,ON,Full-time,26
A01461,55869.39468283242,1337.9355231189415,8237.976154350341,13998.926550106498,97,ON,Full-time,524
A01462,32462.82546690109,359.5395197052553,4810.511274763183,18712.65932626047,21,ON,Full-time,576
A01463,53932.490708090605,659.3969992055744,6740.261791261327,10238.329845653698,64,ON,Full-time,413
A01464,39133.71978423886,497.9592647748394,4349.841791704629,23399.82394157401,97,BC,Full-time,179
A01465,44789.91471527615,401.48196747206396,5587.234082125524,29172.83503783794,71,ON,Part-time,463
A01466,80361.39693263762,834.4889835594149,580.4633701850381,28359.393621258212,38,ON,Part-time,526
A01467,137992.1739709348,3418.4109524766054,6962.634753005331,8713.493642018315,77,BC,Part-time,0
A01468,72935.86445927349,990.9756243713481,528.2464448413671,7563.810074687094,39,ON,Full-time,270
A01469,32927.33586041747,337.6704276145825,8170.849469196495,28767.22539961541,69,BC,Full-time,483
A01470,74779.66989032373,756.5101022824934,8249.469294605575,14300.22613551251,43,ON,Part-time,47
A01471,108914.20523275848,2213.6085531990057,2370.772875562146,7040.63396945606,86,ON,Part-time,182
A01472,44139.42035863167,996.4979277727807,3236.6278103580025,21502.91194528213,28,BC,Part-time,372
A01473,55993.52940284606,706.4071806513241,4813.103785582933,9248.189393209956,85,BC,Full-time,538
A01474,60315.4818804818,523.648470877108,5966.629069324815,8750.162277060517,27,ON,Full-time,506
A01475,40439.036339403545,487.35105887619534,2873.536617419967,26498.222249255756,47,ON,Part-time,505
A01476,82796.42945520993,767.9585355628524,5924.8640463192505,5711.8954479302,55,ON,Unemployed,571
A01477,56360.61769114652,566.7951890029892,2977.8707322929886,2867.395447520855,89,ON,Unemployed,65
A01478,73848.14889865594,1146.5025055802623,554.9072107106068,8806.40676497893,56,BC,Unemployed,51
A01479,38416.94476239518,467.353895574147,25.275498319089486,18601.41697230791,90,ON,Part-time,469
A01480,48111.2275492766,814.6400556581061,1011.510579184286,4569.547748694846,77,BC,Part-time,242
A01481,85921.61266232311,1079.0233068474063,7922.507001640182,14676.245496027019,75,ON,Full-time,336
A01482,49691.21440652617,1193.0341314950854,9614.313123833372,19192.776202334273,78,ON,Part-time,120
A01483,141985.74235855317,3327.066633342342,4269.661992812193,25613.372785202042,46,BC,Full-time,553
